PMC2136532,1955-10-31,J Exp Med,3,73,11.483306884765625,nan,322,-4861.58642578125,5028.96728515625,-5059.166015625,5101.05224609375,5081.787109375,12.581926345825195,nan,528,-20194.67578125,20138.66796875,20478.296875,20222.6953125,-20158.044921875
PMC2136741,1957-08-01,J Exp Med,0,115,10.384228706359863,nan,694,-1505.6514892578125,1247.0323486328125,-1245.79248046875,1255.6962890625,1261.73046875,26.0601806640625,nan,680,-1562.2386474609375,1499.758056640625,1528.9619140625,1506.23876953125,-1507.456787109375
PMC2137639,1963-05-01,J Exp Med,24,14,73.52507019042969,nan,25,-8877.53125,9182.81640625,-9238.7724609375,9314.8740234375,9279.244140625,3.9399657249450684,nan,3663,99.66558837890625,-479.22772216796875,-463.74090576171875,-486.61859130859375,460.7299499511719
PMC2106561,1965-01-01,J Cell Biol,67,146,7.564057350158691,nan,1910,-294.5771484375,-437.61297607421875,465.9732360839844,-473.657958984375,-441.7763977050781,16.67392921447754,nan,732,-2490.81640625,2468.0,2508.598876953125,2476.958984375,-2470.58642578125
PMC2138373,1967-03-31,J Exp Med,12,93,6.131189823150635,nan,577,-3210.65185546875,3299.68017578125,-3319.093994140625,3347.145751953125,3334.697021484375,3.9191837310791016,nan,660,-16486.392578125,16440.5703125,16717.990234375,16509.322265625,-16456.419921875
PMC7086756,1970-01-01,Arch Gesamte Virusforsch,40,36,9.659783363342285,7301.501953125,1656,-585.9761352539062,-822.7623901367188,880.2716064453125,-895.9710693359375,-832.3369140625,0.04419417306780815,41513.15234375,3746,-95.80818176269531,-27.045772552490234,-19.988868713378906,-29.450090408325195,20.286937713623047
PMC7086936,1970-01-01,Arch Gesamte Virusforsch,2,214,5.33132266998291,5322.6259765625,624,-3069.31494140625,3134.287109375,-3152.754638671875,3179.36474609375,3167.826904296875,47.0080451965332,56371.45703125,276,-29120.33984375,29038.6953125,29529.392578125,29159.0078125,-29066.05859375
PMC7086994,1970-01-01,Arch Gesamte Virusforsch,32,158,11.568975448608398,4215.787109375,696,-2150.364990234375,2122.49609375,-2134.314453125,2152.155517578125,2146.4521484375,16.05668830871582,32628.28125,870,-7929.95361328125,7906.94775390625,8039.89697265625,7940.15576171875,-7915.298828125
PMC2138776,1970-03-31,J Exp Med,8,68,8.017572402954102,3877.617431640625,564,-3393.593505859375,3494.75,-3515.86181640625,3545.1923828125,3531.677734375,8.755417823791504,20563.1953125,800,-12689.791015625,12653.7861328125,12867.2265625,12707.0458984375,-12666.537109375
PMC2138781,1970-03-31,J Exp Med,19,30,14.726310729980469,2864.6630859375,719,-2367.3408203125,2373.0703125,-2386.343505859375,2406.3837890625,2399.03955078125,12.785127639770508,22145.46875,681,-15514.0185546875,15471.466796875,15731.9423828125,15534.9521484375,-15484.0966796875
PMC7109868,1970-06-16,Am J Epidemiol,71,68,17.009857177734375,6938.64208984375,518,-941.2051391601562,-1254.50146484375,1348.5301513671875,-1373.4881591796875,-1271.277099609375,18.928516387939453,20694.98828125,645,-17729.19921875,17680.0625,17977.853515625,17752.9296875,-17696.8984375
PMC7109649,1971-07-16,Am J Epidemiol,37,24,8.06169319152832,nan,515,-3717.292724609375,3844.749755859375,-3867.9248046875,3900.11083984375,3885.406005859375,2.7704765796661377,nan,3705,60.594337463378906,-260.1572570800781,-251.8535614013672,-264.7729797363281,249.416748046875
