PMC193621,1056672000000000000,Genome Biol,0,40,0.07033587905043706,0.17683738992418047,11,0.025356678442874304,-0.011773052614485056,0.021362340992374572,-0.2607683136801305,-0.28057465955107513,0.9125655533326107,2.3778824073345968,108,-11.154727495130821,0.7575534467210393,0.6274165846543293,-0.46876040059660484,1.211241617661139
PMC212558,1063324800000000000,BMC Med Genet,49,0,0.15056044475108984,0.7347459697129116,1,-0.5219961380600127,-0.9040657927225951,-0.050004852458434064,0.2762091515636083,0.11143604747755892,0.0,3.5232021529429587,1779,-10.713085825545416,1.7584790675360737,0.4764226311949423,-0.1601286269675105,3.1381597933172745
PMC222908,1063152000000000000,BMC Infect Dis,11,0,0.040780248380960955,0.7007172490782325,51,0.7042041277045014,0.037289275045964146,-0.11494247840484012,0.36890015052536324,0.04763493259200039,0.0,5.65900282417701,1779,-10.713085825545424,1.7584790675360733,0.47642263119494194,-0.1601286269675098,3.138159793317276
PMC222911,1064102400000000000,BMC Microbiol,23,21,0.05238938290713564,0.30828945411288233,38,-0.3651083168848808,-0.46764865603740297,-0.03327105558930422,0.09736380481164238,-0.020598320223409346,0.4565419849410007,3.4478616876065162,160,-8.878961147852745,-0.15957832470297142,1.1554587884296486,-0.433143544014874,0.6518748259539281
PMC222961,1064016000000000000,BMC Bioinformatics,12,0,0.3094991362215515,1.8515542380391115,0,-2.323635897504889,0.865022680506654,0.42473375751682896,0.23196853441593182,-0.30995079241075946,0.0,1.245343031443435,1779,-10.713085825545424,1.758479067536071,0.4764226311949411,-0.16012862696750738,3.1381597933172762
PMC261870,1069027200000000000,PLoS Biol,211,0,0.032254577562274206,0.1577703208385676,147,-0.026801828960778477,-0.23847917134820923,-0.0976329512051623,0.05226382209008004,-0.2350912938910476,0.0,2.384185791015625e-08,1779,-10.713085825545424,1.7584790675360737,0.4764226311949426,-0.16012862696751,3.1381597933172762
PMC280685,1068508800000000000,BMC Struct Biol,6,0,0.16025846314220643,1.1022186936462495,0,-1.608513457022762,0.40812106950997007,-0.6089391659676364,-0.6622587453757401,0.523583199772466,0.0,4.76837158203125e-08,1779,-10.713085825545425,1.7584790675360726,0.47642263119494155,-0.16012862696750832,3.1381597933172753
PMC293432,1069286400000000000,Environ Health,10,0,0.057846005687972366,0.6165273523202325,8,0.6288250820394063,-0.2713827198500158,-0.237968073541651,0.5974802030070534,-0.07020258490440992,0.0,2.384185791015625e-08,1779,-10.713085825545424,1.7584790675360717,0.4764226311949408,-0.16012862696750688,3.1381597933172745
PMC300679,1072051200000000000,PLoS Biol,0,0,0.02852171718814772,0.17728415934327052,68,-0.16702275936513683,-0.0011965232021758998,0.00248882187099249,-0.2501079827101975,-0.21521299221439488,0.0,0.0,1779,-10.713085825545422,1.758479067536075,0.47642263119494227,-0.1601286269675105,3.1381597933172767
PMC302190,1071187200000000000,Biol Proced Online,8,60,0.048254378069370975,0.18848154540117912,88,-0.19352095867083718,-0.2679982934977652,-0.012760125857840835,-0.03738242999734814,-0.18575207943844482,0.7698554857423334,3.4494712159042593,92,-8.71133953040672,-1.6398952581003123,-1.1124258034481564,-0.8505365748211816,0.18604552390769633
PMC343292,1075248000000000000,Int J Health Geogr,47,0,0.12285387537587171,0.3412694086029149,2,-0.3522207346127526,-0.5442856122632445,0.08456176040852494,0.21348364194293085,0.12113311707837457,0.0,0.0,1779,-10.71308582554542,1.7584790675360733,0.4764226311949426,-0.16012862696751,3.1381597933172753
PMC343293,1075248000000000000,Int J Health Geogr,8,17,0.027678111882559163,0.062471995801513656,147,-0.08740453509697002,-0.13530468610021765,-0.03679789417214747,-0.07718379831568238,-0.1972791010256563,0.8856236710697845,2.3810386499541916,62,-9.52090430329879,-1.595527865795322,0.9188105213367015,1.030337638178057,-0.28476103527165225
